repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,c2e4aabdab5a4d3ebbf011c9e28d00ce3e27a4c3,2024-08-20T22:33:48Z,Switch nav2_smac_planner to modern CMake idioms. (#4634),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,224,211,435
ros-planning/navigation2,2e824e9221099a82b1ca0f53139f029f1eb17db5,2024-08-20T20:40:21Z,Switch opennav_docking to modern CMake idioms. (#4633),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,156,100,256
ros-planning/navigation2,24a28d7ffea86a6a9eb301009d1cee603f80d113,2024-08-20T19:00:15Z,Making base frame ID for map to base link transform based on base frame ID parameter (#4632),Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>,SteveMacenski,1,1,2
ros-planning/navigation2,e722563bcad7bc2b9d86380b794055306d102dd2,2024-08-20T18:50:28Z,Switch opennav_docking_bt to modern CMake idioms. (#4631),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,66,47,113
ros-planning/navigation2,ebd9ee176cfa2e368ea7494ac4df825816399e1d,2024-08-20T18:47:51Z,Added laser data from map in nav2_loopback_sim (#4617),"* Added laser data from map

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed Linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed Linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed few requested changes

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Requested changes

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added parameters and fixed requested changes

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added scan  using LineIterator

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* LineIterator max_distance or range_max

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* min of max_distance or range_max

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* final updates working correctly

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fix lint

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* requested changes

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Update nav2_loopback_sim/nav2_loopback_sim/loopback_simulator.py

Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>

* Update nav2_loopback_sim/nav2_loopback_sim/loopback_simulator.py

Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>

---------

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>
Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",JatinPatil2003,155,19,174
ros-planning/navigation2,4f3dc6812d69d4a348bf002ae94a72e84e5d0c40,2024-08-20T17:32:14Z,Switch opennav_docking_core to modern CMake idioms. (#4630),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,31,18,49
ros-planning/navigation2,fe639ed961c534de4e1d2040d1512adfb24da5fe,2024-08-20T15:26:17Z,Switch dwb_plugins to modern CMake idioms. (#4629),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,76,35,111
ros-planning/navigation2,22d24021e21d4ade7c19fd65de006d2cbae22e3f,2024-08-19T17:33:51Z,readding namespaced rviz config (#4625),Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>,SteveMacenski,379,0,379
ros-planning/navigation2,3f311124e356dbfa33f35e23caa5474a57f99ab7,2024-08-12T19:33:33Z,Adding new Nav2 loopback simulator (#4614),"* adding Nav2 loopback sim

Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>

* drop performance by half

* lintin

* Add multirobot usecase comment

* fixing copy paste error

* fixing review comments

---------

Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>",SteveMacenski,996,2,998
ros-planning/navigation2,5321e00972740fb03b6c512c128ecf19470e340d,2024-08-09T15:17:31Z,Switch dwb_critics to modern CMake idioms. (#4611),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,79,52,131
ros-planning/navigation2,4d2c2c6a4137aa52cf6ebd5ada07122ce7616c64,2024-08-08T21:28:06Z,Switch dwb_core to modern CMake idioms. (#4610),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,76,67,143
ros-planning/navigation2,45dd27af3d6558a1680f591693c19274c306d96d,2024-08-08T18:28:34Z,Switch costmap_queue to use modern CMake idioms. (#4609),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,28,22,50
ros-planning/navigation2,47a1235ceee5f95ce738af01c84ce9e468463ded,2024-08-08T17:09:31Z,Remove in collision goals (#4595),"* Remove goals in collision

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix for main

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* Fix linting

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* linting fixes

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* PR fixes

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* remove second costmap

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* Minor fixes

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* getcosts instead of cost

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* get future once

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* replace with BTServiceNode

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* Add test

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix costmap tool

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix ament_uncrustify

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* remove duplicate

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* add return

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix typo

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* reset request before sending

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* pr comments fixes

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix ament cmake

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix test

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

* fix

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>

---------

Signed-off-by: Tony Najjar <tony.najjar.1997@gmail.com>",tonynajjar,421,65,486
ros-planning/navigation2,dc16f4ae51ab76655f898f35a79addb9a08cc269,2024-08-08T17:06:44Z,Switch nav2_graceful_controller to modern CMake idioms. (#4608),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,94,47,141
ros-planning/navigation2,746bb880a775201fbdc4cca38a873cc3d0d9ab40,2024-08-08T15:12:31Z,Fixed timed_behavior.hpp (#4602),Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>,VladyslavHrynchak200204,9,9,18
ros-planning/navigation2,3a4219dde7b5425912d83a8ff429878465a2522b,2024-08-08T14:29:19Z,Switch nav2_velocity_smoother to modern CMake idioms. (#4606),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,42,41,83
ros-planning/navigation2,46c40cb603bb37afcf82cb5f353d51a104bb6284,2024-08-07T23:32:32Z,Fix race condition in AMCL for #4537 (#4605),,SteveMacenski,2,2,4
ros-planning/navigation2,31b9557dec2707f73787fd63f14f8d6a7c64f94d,2024-08-07T21:40:04Z,Switch nav2_theta_star_planner to modern CMake idioms. (#4604),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,63,42,105
ros-planning/navigation2,4173c545ae4baa28e51a077187e38aaf1d720e96,2024-08-07T18:20:53Z,Switch nav2_smoother to modern CMake idioms. (#4603),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,132,77,209
ros-planning/navigation2,ec7d39db4ab21300d136e56d9581f753c2f11cb8,2024-08-07T16:00:17Z,Copy fix-terminate diff from opennav_docking repo (#4598),"* Copy fix-terminate diff from opennav_docking repo

Signed-off-by: redvinaa <redvinaa@gmail.com>

* Lint

Signed-off-by: redvinaa <redvinaa@gmail.com>

---------

Signed-off-by: redvinaa <redvinaa@gmail.com>",redvinaa,69,16,85
ros-planning/navigation2,9a5f7b2d104765031e34bb2e4bf7c8458d9298ab,2024-08-07T15:58:05Z,Switch nav2_rviz_plugins to modern CMake idioms. (#4600),"* Switch nav2_rviz_plugins to modern CMake idioms.

In addition, make some fixes to the code to more appropriately
hold on to the Node object (there were warnings from the
compiler without these fixes).

Signed-off-by: Chris Lalancette <clalancette@gmail.com>

* Feedback from review.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>

---------

Signed-off-by: Chris Lalancette <clalancette@gmail.com>",clalancette,109,80,189
ros-planning/navigation2,4d5b902068bebe156d0468016b6c9a18ea1c96c8,2024-08-06T20:53:42Z,Switch nav2_rotation_shim_controller to modern CMake idioms. (#4599),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,60,40,100
ros-planning/navigation2,44eec9147a82328ddd5d0ea0aec746b256a82e54,2024-08-06T16:28:15Z,Switch nav2_regulated_pure_pursuit_controller to modern CMake idioms. (#4597),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,75,41,116
ros-planning/navigation2,9e90417dd57b27c99c29b849321ad90205ca5523,2024-08-05T21:27:50Z,Switch nav2_planner to modern CMake idioms. (#4592),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,68,64,132
ros-planning/navigation2,76f95721bc7a48325ce30319b580a64add174a4b,2024-08-02T20:36:19Z,Switch nav2_navfn_planner to modern CMake idioms. (#4591),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,54,51,105
ros-planning/navigation2,d64ff6bff12b436af0a38294d068a633cba1b231,2024-08-02T18:19:27Z,Switch nav2_mppi_controller to modern CMake idioms. (#4590),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,131,66,197
ros-planning/navigation2,f956626b4d54155811c24ba48398bbff5bdbcdc3,2024-08-02T18:18:12Z,fix flickering visualization (#4561),"* Fix Flickering visualization

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Refactoring Costmap2DPublisher and Costmap2DROS

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Refactoring costmap_2d_ros.cpp

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Refactoring Costmap2DPublisher and Costmap2DROS

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Update costmap_2d_publisher.cpp

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Change map_vis_z from float to double

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

* Add comment to  map_vis_z_ parameter

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>

---------

Signed-off-by: Vladyslav Hrynchak <vladyslav.hrynchak@logivations.com>",VladyslavHrynchak200204,13,6,19
ros-planning/navigation2,26779d867daf4470619da22255b9f7bb2e434446,2024-08-01T22:32:09Z,Update README.md (#4589),Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>,SteveMacenski,1,1,2
ros-planning/navigation2,a366ca2e784ba5091511a7d9c14be5c131b8f2eb,2024-08-01T20:39:30Z,Switch nav2_lifecycle_manager to modern CMake idioms. (#4588),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,51,73,124
ros-planning/navigation2,495fe897b018f5e5c57b767725c11a0846213ce9,2024-08-01T16:03:44Z,Switch nav2_controller to modern CMake idioms. (#4586),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,153,63,216
ros-planning/navigation2,6751457573be07f4eb97fc2d70793932db041773,2024-08-01T14:01:49Z,Switch nav_2d_utils to use modern CMake idioms. (#4585),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,61,42,103
ros-planning/navigation2,7dcbf76e5632f120c2ef2b0d1f8f50fbc515c9cd,2024-08-01T01:12:38Z,Revamp nav2_constrained_smoother to use modern CMake idioms. (#4583),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,63,55,118
ros-planning/navigation2,50e0f7abe2b3d3fbc5bc588bf4da575b03a6a019,2024-07-31T16:11:08Z,Switch nav2_collision_monitor to modern CMake idioms. (#4582),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,119,90,209
ros-planning/navigation2,a19dd01b18f841dcf5c8f3453e591cf9c5f2b5c9,2024-07-30T22:48:33Z,Make nav2_bt_navigator use modern CMake idioms. (#4580),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,94,76,170
ros-planning/navigation2,c5e53c0339615cd9bf9caba00e72892a3e6a6396,2024-07-30T19:33:23Z,Update nav2_behaviors to use modern CMake idioms. (#4579),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,159,95,254
ros-planning/navigation2,a001bfc3c5fc4fdea026cb6599175fa7b429306c,2024-07-30T18:16:20Z,Make nav2_core an INTERFACE library. (#4578),"That is, it exports header files, but it does not have
any implementation itself.  Make sure to make an INTERFACE
library so downstreams can have access to the header files.

Note that this also required a change to nav2_graceful_controller,
since it was erroneously getting a visualization_msgs dependency
from nav2_core.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>",clalancette,52,32,84
ros-planning/navigation2,57415d6eecf7a560ddb7d0828d1eeca901c3323a,2024-07-29T22:14:21Z,Add mutex to reloadDbCb to fail if called during docking (#4574),Signed-off-by: redvinaa <redvinaa@gmail.com>,redvinaa,23,8,31
ros-planning/navigation2,e8852fc8c08d9c7dd320aacd084c7733e826545b,2024-07-29T21:53:33Z,Switch nav2_costmap_2d to modern CMake idioms. (#4575),Signed-off-by: Chris Lalancette <clalancette@gmail.com>,clalancette,137,127,264
ros-planning/navigation2,ca1fce1afc5d51875c2a00e208f0a98be84b1db2,2024-07-29T16:40:00Z,Switch nav2_amcl to use modern CMake idioms. (#4564),"This change is a little unusual in that it does rearrange
the hierarchy of CMakeLists.txt files.  This is because
the individual libraries (like map_lib) are used in some of
the other libraries, and CMake was complaining about that.
So I flattened the whole thing out and now build all of the
libraries at the top-level.

This PR also contains a couple of fixes to previous packages
where I failed to properly export the include directory.

Finally, this PR goes ahead and removes quite a bit of dead
code from this package.  This has been dead for quite a while,
so I think it makes sense to remove it at this point.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>",clalancette,166,185,351
ros-planning/navigation2,4516a6a84bdce902bf9ab86f26c0e3a082113b9f,2024-07-25T17:46:41Z,fix CI (#4558),,SteveMacenski,3,1,4
ros-planning/navigation2,9f417c5cf40e149a81c11e552648eaa3dc2a7835,2024-07-25T16:30:49Z,Updated slack link (#4565),Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>,SteveMacenski,1,1,2
ros-planning/navigation2,0ef9202b2033997c384ab3cb01c3d101bb65529b,2024-07-25T15:57:40Z,Switch to new-style static_transform_publisher arguments. (#4563),"These arguments have been the preferred way to use things
since at least Humble.  This avoids warnings when running it for the tests.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>",clalancette,188,26,214
ros-planning/navigation2,2fd2054c6fbd49baf8210adef774a9c946f5a745,2024-07-25T15:56:59Z,Rviz tool to get cost of costmap cell (#4546),"* Added GetCost srv

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added Service in costmap_2d

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added Rviz tool

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed Styling

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed Styles and Linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed Linting

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added Bool use_footprint to srv

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added unit test for costmap costcell cost service

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Fixed unit test script

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Added theta, Updated unit test, Updated rviz tool service call logic

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

* Updated requested changes

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>

---------

Signed-off-by: Jatin Patil <jatinpatil2003@gmail.com>",JatinPatil2003,353,0,353
ros-planning/navigation2,e03013b2fbad7fa0bbeefa2d960a09c45a87cdca,2024-07-24T21:36:40Z,Switch nav2_map_server to use modern CMake idioms. (#4557),"* Switch nav2_map_server to use modern CMake idioms.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>

* Make library_name depend on map_io_library_name.

It requires it for proper operation.

Signed-off-by: Chris Lalancette <clalancette@gmail.com>

---------

Signed-off-by: Chris Lalancette <clalancette@gmail.com>",clalancette,140,121,261
